query_image,choice1,choice2,choice3,choice4,choice5,correct_answer,gray1,gray2,gray3,gray4,gray5,thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.corr,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.corr,mouse_2.clicked_name,toggle_button.numClicks,toggle_button.timesOn,toggle_button.timesOff,trialsColor.thisRepN,trialsColor.thisTrialN,trialsColor.thisN,trialsColor.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,WelcomeScreen.started,textWelcomeMessage.started,key_Continue.started,WelcomeScreen.stopped,key_Continue.keys,key_Continue.rt,key_Continue.duration,trialColor.started,mouse.started,imageQuery.started,image1.started,image2.started,image3.started,image4.started,image5.started,trialColor.stopped,trialsColor.mouse.x,trialsColor.mouse.y,trialsColor.mouse.leftButton,trialsColor.mouse.midButton,trialsColor.mouse.rightButton,trialsColor.mouse.time,trialsColor.mouse.corr,trialsColor.mouse.clicked_name,blank500.started,text.started,text.stopped,blank500.stopped,NextScreen.started,textNextScreen.started,key_NextScreen.started,NextScreen.stopped,key_NextScreen.keys,key_NextScreen.rt,key_NextScreen.duration,trialGrayscale.started,mouse_2.started,imageQuery_2.started,image1_2.started,image2_2.started,image3_2.started,image4_2.started,image5_2.started,toggle_button.started,trialGrayscale.stopped,trials.mouse_2.x,trials.mouse_2.y,trials.mouse_2.leftButton,trials.mouse_2.midButton,trials.mouse_2.rightButton,trials.mouse_2.time,trials.mouse_2.corr,trials.mouse_2.clicked_name,trials.toggle_button.numClicks,trials.toggle_button.timesOn,trials.toggle_button.timesOff,EndScreen.started,textEndMessage.started,textEndMessage.stopped,EndScreen.stopped,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027887834003195167,0.04462791699916124,0.04462791699916124,5.610270875040442,space,5.557899208040908,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2025-06-17_13h21.58.169,mock_study,,2025.1.1,2025-06-17 13h22.20.467653 -0400,
images/kiwi.png,images/kiwi.png,images/apple.png,images/grape.png,images/banana.png,images/orange.png,image1,images/kiwi_gray.png,images/apple_gray.png,images/grape_gray.png,images/banana_gray.png,images/orange_gray.png,0,0,0,[np.float64(0.004166666666666667)],[np.float64(0.16805555555555557)],[1],[0],[0],[0.8556614581029862],[1],['image1'],,,,,,,,,,,,0,0,0,1,,,,,5.800436499994248,,,,,,,,,5.787530499976128,0.17726166709326208,5.800436499994248,5.800436499994248,5.800436499994248,5.800436499994248,5.800436499994248,5.800436499994248,6.643411459052004,[np.float64(0.004166666666666667)],[np.float64(0.16805555555555557)],[1],[0],[0],[0.8556614581029862],[1],['image1'],6.643645124975592,6.647120250039734,7.783096667029895,7.637035374995321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2025-06-17_13h21.58.169,mock_study,,2025.1.1,2025-06-17 13h22.20.467653 -0400,
images/orange.png,images/banana.png,images/apple.png,images/kiwi.png,images/grape.png,images/orange.png,image5,images/banana_gray.png,images/apple_gray.png,images/kiwi_gray.png,images/grape_gray.png,images/orange_gray.png,1,1,0,[np.float64(0.28055555555555556)],[np.float64(-0.22916666666666666)],[1],[0],[0],[1.0029745829524472],[1],['image5'],,,,,,,,,,,,0,1,1,4,,,,,7.783096667029895,,,,,,,,,7.779668541974388,0.13607033400330693,7.783096667029895,7.783096667029895,7.783096667029895,7.783096667029895,7.783096667029895,7.783096667029895,8.782767542055808,[np.float64(0.28055555555555556)],[np.float64(-0.22916666666666666)],[1],[0],[0],[1.0029745829524472],[1],['image5'],8.782879624981433,8.786700459080748,9.91198470897507,9.770738249993883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2025-06-17_13h21.58.169,mock_study,,2025.1.1,2025-06-17 13h22.20.467653 -0400,
images/grape.png,images/kiwi.png,images/orange.png,images/grape.png,images/banana.png,images/apple.png,image3,images/kiwi_gray.png,images/orange_gray.png,images/grape_gray.png,images/banana_gray.png,images/apple_gray.png,2,2,0,[np.float64(0.5944444444444444)],[np.float64(0.20833333333333334)],[1],[0],[0],[0.9042012920835987],[1],['image3'],,,,,,,,,,,,0,2,2,0,,,,,9.91198470897507,,,,,,,,,9.90800075000152,0.1251558749936521,9.91198470897507,9.91198470897507,9.91198470897507,9.91198470897507,9.91198470897507,9.91198470897507,10.81235791707877,[np.float64(0.5944444444444444)],[np.float64(0.20833333333333334)],[1],[0],[0],[0.9042012920835987],[1],['image3'],10.812520375009626,10.81517979199998,12.012083334033377,11.811749750049785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2025-06-17_13h21.58.169,mock_study,,2025.1.1,2025-06-17 13h22.20.467653 -0400,
images/banana.png,images/apple.png,images/banana.png,images/orange.png,images/kiwi.png,images/grape.png,image2,images/apple_gray.png,images/banana_gray.png,images/orange_gray.png,images/kiwi_gray.png,images/grape_gray.png,3,3,0,[np.float64(0.30694444444444446)],[np.float64(0.2361111111111111)],[1],[0],[0],[0.6874040409456939],[1],['image2'],,,,,,,,,,,,0,3,3,2,,,,,12.012083334033377,,,,,,,,,12.008223709068261,0.19574620900675654,12.012083334033377,12.012083334033377,12.012083334033377,12.012083334033377,12.012083334033377,12.012083334033377,12.695856792037375,[np.float64(0.30694444444444446)],[np.float64(0.2361111111111111)],[1],[0],[0],[0.6874040409456939],[1],['image2'],12.696140584070235,12.699821667047217,13.821817709016614,13.686761084012687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2025-06-17_13h21.58.169,mock_study,,2025.1.1,2025-06-17 13h22.20.467653 -0400,
images/apple.png,images/orange.png,images/apple.png,images/grape.png,images/banana.png,images/kiwi.png,image2,images/orange_gray.png,images/apple_gray.png,images/grape_gray.png,images/banana_gray.png,images/kiwi_gray.png,4,4,0,[np.float64(0.30694444444444446)],[np.float64(0.2361111111111111)],[1],[0],[0],[0.7880796659737825],[1],['image2'],,,,,,,,,,,,0,4,4,3,,,,,13.821817709016614,,,,,,,,,13.818406666978262,0.1223252919735387,13.821817709016614,13.821817709016614,13.821817709016614,13.821817709016614,13.821817709016614,13.821817709016614,14.606681084027514,[np.float64(0.30694444444444446)],[np.float64(0.2361111111111111)],[1],[0],[0],[0.7880796659737825],[1],['image2'],14.60687941708602,14.618444874999113,15.619233875069767,15.603250709013082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2025-06-17_13h21.58.169,mock_study,,2025.1.1,2025-06-17 13h22.20.467653 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.603498584008776,15.619233875069767,15.619233875069767,16.63045520905871,space,1.0090392499696463,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2025-06-17_13h21.58.169,mock_study,,2025.1.1,2025-06-17 13h22.20.467653 -0400,
images/apple.png,images/orange.png,images/apple.png,images/grape.png,images/banana.png,images/kiwi.png,image2,images/orange_gray.png,images/apple_gray.png,images/grape_gray.png,images/banana_gray.png,images/kiwi_gray.png,0,0,0,,,,,,,,,"[np.float64(-0.475), np.float64(-0.475), np.float64(-0.475), np.float64(-0.475), np.float64(-0.475), np.float64(-0.475), np.float64(-0.475), np.float64(-0.475), np.float64(-0.475), np.float64(-0.475), np.float64(-0.475), np.float64(-0.475), np.float64(-0.4666666666666667), np.float64(-0.5027777777777778), np.float64(-0.5027777777777778), np.float64(0.3194444444444444)]","[np.float64(-0.38472222222222224), np.float64(-0.38472222222222224), np.float64(-0.38472222222222224), np.float64(-0.38472222222222224), np.float64(-0.38472222222222224), np.float64(-0.38472222222222224), np.float64(-0.38472222222222224), np.float64(-0.38472222222222224), np.float64(-0.38472222222222224), np.float64(-0.38472222222222224), np.float64(-0.38472222222222224), np.float64(-0.38472222222222224), np.float64(-0.38472222222222224), np.float64(-0.4027777777777778), np.float64(-0.4027777777777778), np.float64(0.20277777777777778)]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1.0269403329584748, 1.7382336660521105, 2.2002120410325006, 2.4936512910062447, 2.791282291058451, 3.1729997909860685, 3.6899419580586255, 4.025863458053209, 5.3721165410242975, 5.721997000044212, 6.030746957985684, 6.37321020802483, 6.912635207991116, 7.589043666026555, 8.089512833044864, 9.014464291045442]",[1],"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'image2']",14,"[1.0163549160351977, 1.7277067500399426, 2.1896155000431463, 2.4830370830604807, 2.780661000055261, 3.162417915998958, 3.6793307500192896, 4.015234290971421, 5.361516791046597, 5.7113536660326645, 6.020129375043325, 6.362629416049458, 7.578470875043422, 8.078955458011478]","[1.0163600000087172, 1.8321372079662979, 2.313471750007011, 2.4830417500343174, 2.8640591660514474, 3.162422624998726, 3.780294500058517, 4.015238999971189, 5.472429333021864, 5.824834333034232, 6.118251290987246, 6.98507937497925, 7.687984665972181, 8.078960750019178]",,,,,0,0,0,3,16.8747405000031,,,,,,,,,,,,,,,,,,,,,,,,,,25.879478999995627,25.88167533406522,27.115309542044997,26.86658387503121,,,,,,,,16.86396012501791,0.23350137507077307,16.8747405000031,16.8747405000031,16.8747405000031,16.8747405000031,16.8747405000031,16.8747405000031,16.8747405000031,25.878963749972172,"[np.float64(-0.475), np.float64(-0.475), np.float64(-0.475), np.float64(-0.475), np.float64(-0.475), np.float64(-0.475), np.float64(-0.475), np.float64(-0.475), np.float64(-0.475), np.float64(-0.475), np.float64(-0.475), np.float64(-0.475), np.float64(-0.4666666666666667), np.float64(-0.5027777777777778), np.float64(-0.5027777777777778), np.float64(0.3194444444444444)]","[np.float64(-0.38472222222222224), np.float64(-0.38472222222222224), np.float64(-0.38472222222222224), np.float64(-0.38472222222222224), np.float64(-0.38472222222222224), np.float64(-0.38472222222222224), np.float64(-0.38472222222222224), np.float64(-0.38472222222222224), np.float64(-0.38472222222222224), np.float64(-0.38472222222222224), np.float64(-0.38472222222222224), np.float64(-0.38472222222222224), np.float64(-0.38472222222222224), np.float64(-0.4027777777777778), np.float64(-0.4027777777777778), np.float64(0.20277777777777778)]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1.0269403329584748, 1.7382336660521105, 2.2002120410325006, 2.4936512910062447, 2.791282291058451, 3.1729997909860685, 3.6899419580586255, 4.025863458053209, 5.3721165410242975, 5.721997000044212, 6.030746957985684, 6.37321020802483, 6.912635207991116, 7.589043666026555, 8.089512833044864, 9.014464291045442]",[1],"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'image2']",14,"[1.0163549160351977, 1.7277067500399426, 2.1896155000431463, 2.4830370830604807, 2.780661000055261, 3.162417915998958, 3.6793307500192896, 4.015234290971421, 5.361516791046597, 5.7113536660326645, 6.020129375043325, 6.362629416049458, 7.578470875043422, 8.078955458011478]","[1.0163600000087172, 1.8321372079662979, 2.313471750007011, 2.4830417500343174, 2.8640591660514474, 3.162422624998726, 3.780294500058517, 4.015238999971189, 5.472429333021864, 5.824834333034232, 6.118251290987246, 6.98507937497925, 7.687984665972181, 8.078960750019178]",,,,,,001,2025-06-17_13h21.58.169,mock_study,,2025.1.1,2025-06-17 13h22.20.467653 -0400,
images/kiwi.png,images/kiwi.png,images/apple.png,images/grape.png,images/banana.png,images/orange.png,image1,images/kiwi_gray.png,images/apple_gray.png,images/grape_gray.png,images/banana_gray.png,images/orange_gray.png,1,1,0,,,,,,,,,[np.float64(-0.005555555555555556)],[np.float64(0.18472222222222223)],[1],[0],[0],[0.8262793750036508],[1],['image1'],0,,,,,,,0,1,1,1,27.115309542044997,,,,,,,,,,,,,,,,,,,,,,,,,,27.93743966706097,27.951090959017165,,28.95250895898789,,,,,,,,27.110450917039998,0.2310190839925781,27.115309542044997,27.115309542044997,27.115309542044997,27.115309542044997,27.115309542044997,27.115309542044997,27.115309542044997,27.937294834060594,[np.float64(-0.005555555555555556)],[np.float64(0.18472222222222223)],[1],[0],[0],[0.8262793750036508],[1],['image1'],0,,,,,,,,001,2025-06-17_13h21.58.169,mock_study,,2025.1.1,2025-06-17 13h22.20.467653 -0400,
images/banana.png,images/apple.png,images/banana.png,images/orange.png,images/kiwi.png,images/grape.png,image2,images/apple_gray.png,images/banana_gray.png,images/orange_gray.png,images/kiwi_gray.png,images/grape_gray.png,2,2,0,,,,,,,,,"[np.float64(-0.5027777777777778), np.float64(-0.5027777777777778), np.float64(0.2847222222222222)]","[np.float64(-0.3861111111111111), np.float64(-0.3861111111111111), np.float64(0.2375)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.3601911250734702, 0.9006671670358628, 1.6422632921021432]",[1],"[None, None, 'image2']",2,"[0.35548324999399483, 0.8959882500348613]","[0.44180437503382564, 0.8959931670688093]",,,,,0,2,2,2,29.248435084009543,,,,,,,,,,,,,,,,,,,,,,,,,,30.886437084060162,30.892641333979554,32.11302579205949,31.877950375084765,,,,,,,,29.243534291977994,0.306133791920729,29.248435084009543,29.248435084009543,29.248435084009543,29.248435084009543,29.248435084009543,29.248435084009543,29.248435084009543,30.88625337497797,"[np.float64(-0.5027777777777778), np.float64(-0.5027777777777778), np.float64(0.2847222222222222)]","[np.float64(-0.3861111111111111), np.float64(-0.3861111111111111), np.float64(0.2375)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.3601911250734702, 0.9006671670358628, 1.6422632921021432]",[1],"[None, None, 'image2']",2,"[0.35548324999399483, 0.8959882500348613]","[0.44180437503382564, 0.8959931670688093]",,,,,,001,2025-06-17_13h21.58.169,mock_study,,2025.1.1,2025-06-17 13h22.20.467653 -0400,
