query_image,choice1,choice2,choice3,choice4,choice5,correct_answer,gray1,gray2,gray3,gray4,gray5,thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.corr,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.corr,mouse_2.clicked_name,toggle_button.numClicks,toggle_button.timesOn,toggle_button.timesOff,trialsColor.thisRepN,trialsColor.thisTrialN,trialsColor.thisN,trialsColor.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,WelcomeScreen.started,textWelcomeMessage.started,key_Continue.started,WelcomeScreen.stopped,key_Continue.keys,key_Continue.rt,key_Continue.duration,trialColor.started,mouse.started,imageQuery.started,image1.started,image2.started,image3.started,image4.started,image5.started,trialColor.stopped,trialsColor.mouse.x,trialsColor.mouse.y,trialsColor.mouse.leftButton,trialsColor.mouse.midButton,trialsColor.mouse.rightButton,trialsColor.mouse.time,trialsColor.mouse.corr,trialsColor.mouse.clicked_name,blank500.started,text.started,text.stopped,blank500.stopped,NextScreen.started,textNextScreen.started,key_NextScreen.started,NextScreen.stopped,key_NextScreen.keys,key_NextScreen.rt,key_NextScreen.duration,trialGrayscale.started,mouse_2.started,imageQuery_2.started,image1_2.started,image2_2.started,image3_2.started,image4_2.started,image5_2.started,toggle_button.started,trialGrayscale.stopped,trials.mouse_2.x,trials.mouse_2.y,trials.mouse_2.leftButton,trials.mouse_2.midButton,trials.mouse_2.rightButton,trials.mouse_2.time,trials.mouse_2.corr,trials.mouse_2.clicked_name,trials.toggle_button.numClicks,trials.toggle_button.timesOn,trials.toggle_button.timesOff,EndScreen.started,textEndMessage.started,textEndMessage.stopped,EndScreen.stopped,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026768333977088332,0.05044162506237626,0.05044162506237626,34.01950995903462,space,33.96187270793598,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2025-06-17_13h29.26.811,mock_study,,2025.1.1,2025-06-17 13h29.29.838080 -0400,
images/orange.png,images/banana.png,images/apple.png,images/kiwi.png,images/grape.png,images/orange.png,image5,images/banana_gray.png,images/apple_gray.png,images/kiwi_gray.png,images/grape_gray.png,images/orange_gray.png,0,0,0,[np.float64(0.3125)],[np.float64(-0.18194444444444444)],[1],[0],[0],[0.9454283750383183],[1],['image5'],,,,,,,,,,,,0,0,0,4,,,,,34.172834250028245,,,,,,,,,34.16031320905313,0.1407989579020068,34.172834250028245,34.172834250028245,34.172834250028245,34.172834250028245,34.172834250028245,34.172834250028245,35.10593375004828,[np.float64(0.3125)],[np.float64(-0.18194444444444444)],[1],[0],[0],[0.9454283750383183],[1],['image5'],35.10616466705687,35.1101285420591,36.23116675007623,36.09601754206233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2025-06-17_13h29.26.811,mock_study,,2025.1.1,2025-06-17 13h29.29.838080 -0400,
images/apple.png,images/orange.png,images/apple.png,images/grape.png,images/banana.png,images/kiwi.png,image2,images/orange_gray.png,images/apple_gray.png,images/grape_gray.png,images/banana_gray.png,images/kiwi_gray.png,1,1,0,[np.float64(0.30416666666666664)],[np.float64(0.19305555555555556)],[1],[0],[0],[0.8606330420589074],[1],['image2'],,,,,,,,,,,,0,1,1,3,,,,,36.23116675007623,,,,,,,,,36.22767545899842,0.12155770894605666,36.23116675007623,36.23116675007623,36.23116675007623,36.23116675007623,36.23116675007623,36.23116675007623,37.08847516705282,[np.float64(0.30416666666666664)],[np.float64(0.19305555555555556)],[1],[0],[0],[0.8606330420589074],[1],['image2'],37.088645834010094,37.09342433407437,38.21691229206044,38.0885362920817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2025-06-17_13h29.26.811,mock_study,,2025.1.1,2025-06-17 13h29.29.838080 -0400,
images/grape.png,images/kiwi.png,images/orange.png,images/grape.png,images/banana.png,images/apple.png,image3,images/kiwi_gray.png,images/orange_gray.png,images/grape_gray.png,images/banana_gray.png,images/apple_gray.png,2,2,0,[np.float64(0.5805555555555556)],[np.float64(0.23333333333333334)],[1],[0],[0],[0.8933497079415247],[1],['image3'],,,,,,,,,,,,0,2,2,0,,,,,38.21691229206044,,,,,,,,,38.21315950003918,0.12455683294683695,38.21691229206044,38.21691229206044,38.21691229206044,38.21691229206044,38.21691229206044,38.21691229206044,39.106699167052284,[np.float64(0.5805555555555556)],[np.float64(0.23333333333333334)],[1],[0],[0],[0.8933497079415247],[1],['image3'],39.10687883407809,39.110152667039074,40.29336491704453,40.09558933402877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2025-06-17_13h29.26.811,mock_study,,2025.1.1,2025-06-17 13h29.29.838080 -0400,
images/banana.png,images/apple.png,images/banana.png,images/orange.png,images/kiwi.png,images/grape.png,image2,images/apple_gray.png,images/banana_gray.png,images/orange_gray.png,images/kiwi_gray.png,images/grape_gray.png,3,3,0,[np.float64(0.3333333333333333)],[np.float64(0.23194444444444445)],[1],[0],[0],[1.0500268340110779],[1],['image2'],,,,,,,,,,,,0,3,3,2,,,,,40.29336491704453,,,,,,,,,40.28950225003064,0.18266795796807855,40.29336491704453,40.29336491704453,40.29336491704453,40.29336491704453,40.29336491704453,40.29336491704453,41.339710084022954,[np.float64(0.3333333333333333)],[np.float64(0.23194444444444445)],[1],[0],[0],[1.0500268340110779],[1],['image2'],41.339886959060095,41.35263554204721,,42.346365125034936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2025-06-17_13h29.26.811,mock_study,,2025.1.1,2025-06-17 13h29.29.838080 -0400,
images/kiwi.png,images/kiwi.png,images/apple.png,images/grape.png,images/banana.png,images/orange.png,image1,images/kiwi_gray.png,images/apple_gray.png,images/grape_gray.png,images/banana_gray.png,images/orange_gray.png,4,4,0,[np.float64(0.0)],[np.float64(0.17083333333333334)],[1],[0],[0],[0.673665750073269],[1],['image1'],,,,,,,,,,,,0,4,4,1,,,,,42.488508792012,,,,,,,,,42.484667417011224,0.14482712501194328,42.488508792012,42.488508792012,42.488508792012,42.488508792012,42.488508792012,42.488508792012,43.15849954204168,[np.float64(0.0)],[np.float64(0.17083333333333334)],[1],[0],[0],[0.673665750073269],[1],['image1'],43.15868250001222,43.162675375002436,44.15163191698957,44.14545666705817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2025-06-17_13h29.26.811,mock_study,,2025.1.1,2025-06-17 13h29.29.838080 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.145700209075585,44.15163191698957,44.15163191698957,45.13123695901595,space,0.9761183740338311,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2025-06-17_13h29.26.811,mock_study,,2025.1.1,2025-06-17 13h29.29.838080 -0400,
images/orange.png,images/banana.png,images/apple.png,images/kiwi.png,images/grape.png,images/orange.png,image5,images/banana_gray.png,images/apple_gray.png,images/kiwi_gray.png,images/grape_gray.png,images/orange_gray.png,0,0,0,,,,,,,,,"[np.float64(-0.4666666666666667), np.float64(-0.4666666666666667), np.float64(0.3347222222222222)]","[np.float64(-0.4027777777777778), np.float64(-0.4027777777777778), np.float64(-0.21805555555555556)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.2793548749759793, 1.772356207948178, 2.4621760830050334]",[1],"[None, None, 'image5']",2,"[1.269535333965905, 1.7625968749634922]","[1.2695400000084192, 1.7626029589446262]",,,,,0,0,0,4,45.38356283400208,,,,,,,,,,,,,,,,,,,,,,,,,,47.8364148340188,47.83880362508353,49.067406333982944,48.82715158397332,,,,,,,,45.37355941708665,0.2423117500729859,45.38356283400208,45.38356283400208,45.38356283400208,45.38356283400208,45.38356283400208,45.38356283400208,45.38356283400208,47.8362303749891,"[np.float64(-0.4666666666666667), np.float64(-0.4666666666666667), np.float64(0.3347222222222222)]","[np.float64(-0.4027777777777778), np.float64(-0.4027777777777778), np.float64(-0.21805555555555556)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.2793548749759793, 1.772356207948178, 2.4621760830050334]",[1],"[None, None, 'image5']",2,"[1.269535333965905, 1.7625968749634922]","[1.2695400000084192, 1.7626029589446262]",,,,,,001,2025-06-17_13h29.26.811,mock_study,,2025.1.1,2025-06-17 13h29.29.838080 -0400,
images/apple.png,images/orange.png,images/apple.png,images/grape.png,images/banana.png,images/kiwi.png,image2,images/orange_gray.png,images/apple_gray.png,images/grape_gray.png,images/banana_gray.png,images/kiwi_gray.png,1,1,0,,,,,,,,,[np.float64(0.25972222222222224)],[np.float64(0.16666666666666666)],[1],[0],[0],[0.8255369170801714],[1],['image2'],0,,,,,,,0,1,1,3,49.067406333982944,,,,,,,,,,,,,,,,,,,,,,,,,,49.88820908404887,49.890394625021145,51.17675937502645,50.8786270840792,,,,,,,,49.06197816703934,0.22560379200149328,49.067406333982944,49.067406333982944,49.067406333982944,49.067406333982944,49.067406333982944,49.067406333982944,49.067406333982944,49.88807041698601,[np.float64(0.25972222222222224)],[np.float64(0.16666666666666666)],[1],[0],[0],[0.8255369170801714],[1],['image2'],0,,,,,,,,001,2025-06-17_13h29.26.811,mock_study,,2025.1.1,2025-06-17 13h29.29.838080 -0400,
images/banana.png,images/apple.png,images/banana.png,images/orange.png,images/kiwi.png,images/grape.png,image2,images/apple_gray.png,images/banana_gray.png,images/orange_gray.png,images/kiwi_gray.png,images/grape_gray.png,2,2,0,,,,,,,,,[np.float64(0.3388888888888889)],[np.float64(0.2263888888888889)],[1],[0],[0],[0.49759233300574124],[1],['image2'],0,,,,,,,0,2,2,2,51.17675937502645,,,,,,,,,,,,,,,,,,,,,,,,,,51.670097417081706,51.672603792045265,52.89571191708092,52.662210959009826,,,,,,,,51.17180120898411,0.2836298339534551,51.17675937502645,51.17675937502645,51.17675937502645,51.17675937502645,51.17675937502645,51.17675937502645,51.17675937502645,51.669928584015,[np.float64(0.3388888888888889)],[np.float64(0.2263888888888889)],[1],[0],[0],[0.49759233300574124],[1],['image2'],0,,,,,,,,001,2025-06-17_13h29.26.811,mock_study,,2025.1.1,2025-06-17 13h29.29.838080 -0400,
