query_image,choice1,choice2,choice3,choice4,choice5,correct_answer,gray1,gray2,gray3,gray4,gray5,thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.corr,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.corr,mouse_2.clicked_name,toggle_button.numClicks,toggle_button.timesOn,toggle_button.timesOff,trialsColor.thisRepN,trialsColor.thisTrialN,trialsColor.thisN,trialsColor.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,WelcomeScreen.started,textWelcomeMessage.started,key_Continue.started,WelcomeScreen.stopped,key_Continue.keys,key_Continue.rt,key_Continue.duration,trialColor.started,mouse.started,imageQuery.started,image1.started,image2.started,image3.started,image4.started,image5.started,trialColor.stopped,trialsColor.mouse.x,trialsColor.mouse.y,trialsColor.mouse.leftButton,trialsColor.mouse.midButton,trialsColor.mouse.rightButton,trialsColor.mouse.time,trialsColor.mouse.corr,trialsColor.mouse.clicked_name,blank500.started,text.started,text.stopped,blank500.stopped,NextScreen.started,textNextScreen.started,key_NextScreen.started,NextScreen.stopped,key_NextScreen.keys,key_NextScreen.rt,key_NextScreen.duration,trialGrayscale.started,mouse_2.started,imageQuery_2.started,image1_2.started,image2_2.started,image3_2.started,image4_2.started,image5_2.started,toggle_button.started,trialGrayscale.stopped,trials.mouse_2.x,trials.mouse_2.y,trials.mouse_2.leftButton,trials.mouse_2.midButton,trials.mouse_2.rightButton,trials.mouse_2.time,trials.mouse_2.corr,trials.mouse_2.clicked_name,trials.toggle_button.numClicks,trials.toggle_button.timesOn,trials.toggle_button.timesOff,EndScreen.started,textEndMessage.started,textEndMessage.stopped,EndScreen.stopped,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028824667097069323,0.04876958404202014,0.04876958404202014,40.297779209096916,space,40.03761087497696,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2025-06-17_13h35.18.438,mock_study,,2025.1.1,2025-06-17 13h39.48.168760 -0400,
images/apple.png,images/orange.png,images/apple.png,images/grape.png,images/banana.png,images/kiwi.png,image2,images/orange_gray.png,images/apple_gray.png,images/grape_gray.png,images/banana_gray.png,images/kiwi_gray.png,0,0,0,[np.float64(0.34444444444444444)],[np.float64(0.1597222222222222)],[1],[0],[0],[1.5744692910229787],[1],['image2'],,,,,,,,,,,,0,0,0,3,,,,,40.44530750007834,,,,,,,,,40.43111095903441,0.13332579203415662,40.44530750007834,40.44530750007834,40.44530750007834,40.44530750007834,40.44530750007834,40.44530750007834,42.00570970901754,[np.float64(0.34444444444444444)],[np.float64(0.1597222222222222)],[1],[0],[0],[1.5744692910229787],[1],['image2'],42.00585887511261,42.01691679202486,43.15521995909512,43.002020959043875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2025-06-17_13h35.18.438,mock_study,,2025.1.1,2025-06-17 13h39.48.168760 -0400,
images/orange.png,images/banana.png,images/apple.png,images/kiwi.png,images/grape.png,images/orange.png,image5,images/banana_gray.png,images/apple_gray.png,images/kiwi_gray.png,images/grape_gray.png,images/orange_gray.png,1,1,0,[np.float64(0.32083333333333336)],[np.float64(-0.27361111111111114)],[1],[0],[0],[0.5935633339686319],[1],['image5'],,,,,,,,,,,,0,1,1,4,,,,,43.15521995909512,,,,,,,,,43.15161183406599,0.14579124993178993,43.15521995909512,43.15521995909512,43.15521995909512,43.15521995909512,43.15521995909512,43.15521995909512,43.7453118750127,[np.float64(0.32083333333333336)],[np.float64(-0.27361111111111114)],[1],[0],[0],[0.5935633339686319],[1],['image5'],43.745424042106606,43.74757045903243,44.896391250076704,44.733657042030245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2025-06-17_13h35.18.438,mock_study,,2025.1.1,2025-06-17 13h39.48.168760 -0400,
images/kiwi.png,images/kiwi.png,images/apple.png,images/grape.png,images/banana.png,images/orange.png,image1,images/kiwi_gray.png,images/apple_gray.png,images/grape_gray.png,images/banana_gray.png,images/orange_gray.png,2,2,0,[np.float64(0.059722222222222225)],[np.float64(0.1638888888888889)],[1],[0],[0],[0.7034025839529932],[1],['image1'],,,,,,,,,,,,0,2,2,1,,,,,44.896391250076704,,,,,,,,,44.89219475002028,0.14681095897685736,44.896391250076704,44.896391250076704,44.896391250076704,44.896391250076704,44.896391250076704,44.896391250076704,45.5957257921109,[np.float64(0.059722222222222225)],[np.float64(0.1638888888888889)],[1],[0],[0],[0.7034025839529932],[1],['image1'],45.5958469590405,45.599332917016,46.70918441703543,46.5846452920232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2025-06-17_13h35.18.438,mock_study,,2025.1.1,2025-06-17 13h39.48.168760 -0400,
images/grape.png,images/kiwi.png,images/orange.png,images/grape.png,images/banana.png,images/apple.png,image3,images/kiwi_gray.png,images/orange_gray.png,images/grape_gray.png,images/banana_gray.png,images/apple_gray.png,3,3,0,[np.float64(0.6027777777777777)],[np.float64(0.19444444444444445)],[1],[0],[0],[0.9943093750625849],[1],['image3'],,,,,,,,,,,,0,3,3,0,,,,,46.70918441703543,,,,,,,,,46.7032596670324,0.10744950000662357,46.70918441703543,46.70918441703543,46.70918441703543,46.70918441703543,46.70918441703543,46.70918441703543,47.69768441701308,[np.float64(0.6027777777777777)],[np.float64(0.19444444444444445)],[1],[0],[0],[0.9943093750625849],[1],['image3'],47.69778608402703,47.70833270903677,48.909509709104896,48.69266466703266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2025-06-17_13h35.18.438,mock_study,,2025.1.1,2025-06-17 13h39.48.168760 -0400,
images/banana.png,images/apple.png,images/banana.png,images/orange.png,images/kiwi.png,images/grape.png,image2,images/apple_gray.png,images/banana_gray.png,images/orange_gray.png,images/kiwi_gray.png,images/grape_gray.png,4,4,0,[np.float64(0.34305555555555556)],[np.float64(0.22916666666666666)],[1],[0],[0],[81.4973322909791],[1],['image2'],,,,,,,,,,,,0,4,4,2,,,,,48.909509709104896,,,,,,,,,48.905854167067446,0.20810229203198105,48.909509709104896,48.909509709104896,48.909509709104896,48.909509709104896,48.909509709104896,48.909509709104896,130.40332129201852,[np.float64(0.34305555555555556)],[np.float64(0.22916666666666666)],[1],[0],[0],[81.4973322909791],[1],['image2'],130.40343562501948,130.4059121250175,131.3949745000573,131.38899575010873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2025-06-17_13h35.18.438,mock_study,,2025.1.1,2025-06-17 13h39.48.168760 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.3891495000571,131.3949745000573,131.3949745000573,132.51962379203178,space,1.112126583000645,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2025-06-17_13h35.18.438,mock_study,,2025.1.1,2025-06-17 13h39.48.168760 -0400,
images/apple.png,images/orange.png,images/apple.png,images/grape.png,images/banana.png,images/kiwi.png,image2,images/orange_gray.png,images/apple_gray.png,images/grape_gray.png,images/banana_gray.png,images/kiwi_gray.png,0,0,0,,,,,,,,,"[np.float64(-0.48194444444444445), np.float64(-0.48194444444444445), np.float64(-0.48194444444444445), np.float64(-0.48194444444444445), np.float64(0.35138888888888886)]","[np.float64(-0.3763888888888889), np.float64(-0.3763888888888889), np.float64(-0.3763888888888889), np.float64(-0.3763888888888889), np.float64(0.16805555555555557)]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0.9067651249933988, 1.5464998750248924, 2.2568569999421015, 3.0898559999186546, 5.001918249996379]",[1],"[None, None, None, None, 'image2']",4,"[0.8955370000330731, 1.5351885410491377, 2.2457432909868658, 3.0785894580185413]","[1.0090677910484374, 1.5351930409669876, 2.245750957983546, 3.0785935829626396]",,,,,0,0,0,3,132.77475687500555,,,,,,,,,,,,,,,,,,,,,,,,,,137.766168625094,137.770800667,,138.76690108410548,,,,,,,,132.76327537500765,0.24365887499880046,132.77475687500555,132.77475687500555,132.77475687500555,132.77475687500555,132.77475687500555,132.77475687500555,132.77475687500555,137.76592183404136,"[np.float64(-0.48194444444444445), np.float64(-0.48194444444444445), np.float64(-0.48194444444444445), np.float64(-0.48194444444444445), np.float64(0.35138888888888886)]","[np.float64(-0.3763888888888889), np.float64(-0.3763888888888889), np.float64(-0.3763888888888889), np.float64(-0.3763888888888889), np.float64(0.16805555555555557)]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0.9067651249933988, 1.5464998750248924, 2.2568569999421015, 3.0898559999186546, 5.001918249996379]",[1],"[None, None, None, None, 'image2']",4,"[0.8955370000330731, 1.5351885410491377, 2.2457432909868658, 3.0785894580185413]","[1.0090677910484374, 1.5351930409669876, 2.245750957983546, 3.0785935829626396]",,,,,,001,2025-06-17_13h35.18.438,mock_study,,2025.1.1,2025-06-17 13h39.48.168760 -0400,
images/grape.png,images/kiwi.png,images/orange.png,images/grape.png,images/banana.png,images/apple.png,image3,images/kiwi_gray.png,images/orange_gray.png,images/grape_gray.png,images/banana_gray.png,images/apple_gray.png,1,1,0,,,,,,,,,"[np.float64(-0.4708333333333333), np.float64(-0.46111111111111114), np.float64(-0.46111111111111114), np.float64(0.6)]","[np.float64(-0.4263888888888889), np.float64(-0.375), np.float64(-0.375), np.float64(0.16944444444444445)]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[2.3645447499584407, 4.006094375043176, 4.618627415969968, 17.74885545799043]",[1],"[None, None, None, 'image3']",4,"[2.3593461660202593, 3.241505958023481, 4.0009799159597605, 4.613490332965739]","[2.4563804159406573, 3.241511291009374, 4.098079915973358, 4.6134946659440175]",,,,,0,1,1,0,138.99712041707244,,,,,,,,,,,,,,,,,,,,,,,,,,156.74131625005975,156.7455551250605,157.96367791702505,157.7301125000231,,,,,,,,138.99177254200913,0.22564595809672028,138.99712041707244,138.99712041707244,138.99712041707244,138.99712041707244,138.99712041707244,138.99712041707244,138.99712041707244,156.74110587500036,"[np.float64(-0.4708333333333333), np.float64(-0.46111111111111114), np.float64(-0.46111111111111114), np.float64(0.6)]","[np.float64(-0.4263888888888889), np.float64(-0.375), np.float64(-0.375), np.float64(0.16944444444444445)]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[2.3645447499584407, 4.006094375043176, 4.618627415969968, 17.74885545799043]",[1],"[None, None, None, 'image3']",4,"[2.3593461660202593, 3.241505958023481, 4.0009799159597605, 4.613490332965739]","[2.4563804159406573, 3.241511291009374, 4.098079915973358, 4.6134946659440175]",,,,,,001,2025-06-17_13h35.18.438,mock_study,,2025.1.1,2025-06-17 13h39.48.168760 -0400,
images/orange.png,images/banana.png,images/apple.png,images/kiwi.png,images/grape.png,images/orange.png,image5,images/banana_gray.png,images/apple_gray.png,images/kiwi_gray.png,images/grape_gray.png,images/orange_gray.png,2,2,0,,,,,,,,,[np.float64(0.31527777777777777)],[np.float64(-0.25416666666666665)],[1],[0],[0],[1.2608232499333099],[1],['image5'],0,,,,,,,0,2,2,4,157.96367791702505,,,,,,,,,,,,,,,,,,,,,,,,,,159.21934304200113,159.22157200006768,160.48657695902511,160.21875029208604,,,,,,,,157.95766545902006,0.21638995793182403,157.96367791702505,157.96367791702505,157.96367791702505,157.96367791702505,157.96367791702505,157.96367791702505,157.96367791702505,159.21919379208703,[np.float64(0.31527777777777777)],[np.float64(-0.25416666666666665)],[1],[0],[0],[1.2608232499333099],[1],['image5'],0,,,,,,,,001,2025-06-17_13h35.18.438,mock_study,,2025.1.1,2025-06-17 13h39.48.168760 -0400,
